Timestamp,OS,Arch,CPU,hostd Version,Upload Speed,Download Speed,Append Sector P99,Read Sector P99,Read Sector TTFB
2024-11-01T23:24:56Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.7815 Mbps,1695.4822 Mbps,114 ms,22 ms,6 ms
2024-11-02T00:19:46Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.5843 Mbps,1695.8847 Mbps,112 ms,22 ms,6 ms
2024-11-02T03:09:37Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.3900 Mbps,1695.3171 Mbps,113 ms,22 ms,6 ms
2024-11-02T06:06:56Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,308.9057 Mbps,1686.3382 Mbps,113 ms,22 ms,6 ms
2024-11-02T09:05:53Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.7557 Mbps,1688.0380 Mbps,113 ms,22 ms,7 ms
2024-11-02T12:08:14Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.3715 Mbps,1687.2124 Mbps,114 ms,22 ms,6 ms
2024-11-02T15:06:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.0564 Mbps,1679.5619 Mbps,115 ms,22 ms,6 ms
2024-11-02T18:06:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.7885 Mbps,1693.7685 Mbps,112 ms,21 ms,6 ms
2024-11-02T21:06:18Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.8624 Mbps,1688.9488 Mbps,113 ms,23 ms,7 ms
2024-11-03T00:22:03Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.5818 Mbps,1691.7995 Mbps,118 ms,21 ms,6 ms
2024-11-03T03:14:01Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.3573 Mbps,1688.3330 Mbps,113 ms,22 ms,6 ms
2024-11-03T06:07:28Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.2214 Mbps,1688.9573 Mbps,113 ms,21 ms,6 ms
2024-11-03T09:06:47Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.7530 Mbps,1685.5668 Mbps,114 ms,22 ms,6 ms
2024-11-03T12:08:12Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.4317 Mbps,1695.0452 Mbps,113 ms,23 ms,7 ms
2024-11-03T15:06:13Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,307.3171 Mbps,1694.3487 Mbps,115 ms,22 ms,7 ms
2024-11-03T18:06:55Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,308.3379 Mbps,1682.4508 Mbps,117 ms,22 ms,6 ms
2024-11-03T21:06:03Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.3538 Mbps,1692.8667 Mbps,114 ms,22 ms,6 ms
2024-11-04T00:21:12Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,306.6798 Mbps,1686.1248 Mbps,116 ms,22 ms,7 ms
2024-11-04T03:14:01Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.2360 Mbps,1693.8433 Mbps,114 ms,23 ms,7 ms
2024-11-04T06:08:15Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.2302 Mbps,1700.1330 Mbps,113 ms,22 ms,6 ms
2024-11-04T09:07:11Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,307.8903 Mbps,1681.6031 Mbps,116 ms,24 ms,8 ms
2024-11-04T12:09:17Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.5135 Mbps,1682.2695 Mbps,115 ms,23 ms,7 ms
2024-11-04T15:06:21Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,308.1458 Mbps,1688.5699 Mbps,114 ms,22 ms,6 ms
2024-11-04T18:07:17Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.5372 Mbps,1691.2346 Mbps,113 ms,22 ms,6 ms
2024-11-04T21:06:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.6485 Mbps,1688.7884 Mbps,113 ms,22 ms,6 ms
2024-11-05T00:20:04Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,315.3767 Mbps,1714.1829 Mbps,112 ms,21 ms,6 ms
2024-11-05T03:08:52Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.6821 Mbps,1696.8273 Mbps,116 ms,22 ms,6 ms
2024-11-05T06:07:43Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.3587 Mbps,1686.3300 Mbps,113 ms,22 ms,6 ms
2024-11-05T09:06:39Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.5363 Mbps,1693.4509 Mbps,113 ms,21 ms,5 ms
2024-11-05T12:09:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.6908 Mbps,1703.7489 Mbps,112 ms,22 ms,7 ms
2024-11-05T15:06:51Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.0367 Mbps,1687.9484 Mbps,114 ms,21 ms,5 ms
2024-11-05T18:07:04Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.7272 Mbps,1687.1749 Mbps,113 ms,23 ms,7 ms
2024-11-05T21:06:14Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.7711 Mbps,1681.1485 Mbps,113 ms,22 ms,6 ms
2024-11-06T00:19:57Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.2551 Mbps,1697.4575 Mbps,112 ms,22 ms,7 ms
2024-11-06T03:08:35Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.2163 Mbps,1660.4822 Mbps,113 ms,36 ms,8 ms
2024-11-06T06:07:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.4641 Mbps,1693.4657 Mbps,113 ms,22 ms,6 ms
2024-11-06T09:07:27Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.1834 Mbps,1689.8754 Mbps,114 ms,21 ms,5 ms
2024-11-06T12:09:18Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.8103 Mbps,1694.0444 Mbps,114 ms,23 ms,7 ms
2024-11-06T15:06:16Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.8552 Mbps,1694.5361 Mbps,112 ms,22 ms,6 ms
2024-11-06T18:07:34Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.6327 Mbps,1688.2900 Mbps,113 ms,22 ms,6 ms
2024-11-06T21:06:21Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.4754 Mbps,1684.3948 Mbps,113 ms,22 ms,6 ms
2024-11-07T00:20:14Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.5988 Mbps,1685.6575 Mbps,115 ms,22 ms,7 ms
2024-11-07T03:10:33Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.2684 Mbps,1693.8525 Mbps,113 ms,22 ms,6 ms
2024-11-07T06:07:42Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.1208 Mbps,1690.5096 Mbps,112 ms,22 ms,6 ms
2024-11-07T09:06:20Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.2684 Mbps,1695.8055 Mbps,113 ms,22 ms,5 ms
2024-11-07T12:09:00Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.3040 Mbps,1680.1288 Mbps,117 ms,26 ms,7 ms
2024-11-07T15:08:46Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,308.5692 Mbps,1690.5971 Mbps,116 ms,22 ms,6 ms
2024-11-07T18:07:12Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.3398 Mbps,1687.1031 Mbps,113 ms,23 ms,7 ms
2024-11-07T21:05:55Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.5641 Mbps,1695.3673 Mbps,113 ms,22 ms,6 ms
2024-11-08T00:19:55Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.3238 Mbps,1690.2005 Mbps,112 ms,22 ms,6 ms
2024-11-08T03:09:17Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.8480 Mbps,1681.9087 Mbps,114 ms,22 ms,6 ms
2024-11-08T06:07:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.7254 Mbps,1684.4143 Mbps,114 ms,22 ms,6 ms
2024-11-08T09:06:32Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.7433 Mbps,1684.5095 Mbps,115 ms,22 ms,6 ms
2024-11-08T19:29:50Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.7443 Mbps,1692.7083 Mbps,115 ms,21 ms,5 ms
2024-11-08T21:06:04Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,317.0826 Mbps,1736.1807 Mbps,112 ms,22 ms,7 ms
2024-11-09T00:19:46Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.3224 Mbps,1683.9963 Mbps,113 ms,22 ms,6 ms
2024-11-09T03:08:28Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.8784 Mbps,1691.9282 Mbps,114 ms,22 ms,6 ms
2024-11-09T06:06:51Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.4501 Mbps,1690.2596 Mbps,114 ms,23 ms,7 ms
2024-11-09T09:05:54Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.9016 Mbps,1690.8943 Mbps,114 ms,21 ms,6 ms
2024-11-09T12:07:50Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.7243 Mbps,1688.2700 Mbps,115 ms,22 ms,7 ms
2024-11-09T15:06:02Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.8902 Mbps,1692.0012 Mbps,125 ms,22 ms,6 ms
2024-11-09T18:06:34Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.1461 Mbps,1694.5224 Mbps,112 ms,21 ms,5 ms
2024-11-09T21:06:00Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.2486 Mbps,1684.7312 Mbps,112 ms,21 ms,5 ms
2024-11-10T00:21:25Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.5130 Mbps,1675.2691 Mbps,112 ms,24 ms,8 ms
2024-11-10T03:10:37Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.7641 Mbps,1694.5559 Mbps,113 ms,23 ms,8 ms
2024-11-10T06:06:59Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.6707 Mbps,1693.2571 Mbps,114 ms,22 ms,7 ms
2024-11-10T09:05:55Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.5056 Mbps,1681.5595 Mbps,114 ms,22 ms,6 ms
2024-11-10T12:07:55Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,316.3975 Mbps,1693.4897 Mbps,112 ms,21 ms,5 ms
2024-11-10T15:05:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.0388 Mbps,1691.4653 Mbps,114 ms,22 ms,6 ms
2024-11-10T18:06:19Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.5648 Mbps,1689.1450 Mbps,112 ms,23 ms,7 ms
2024-11-10T21:05:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.9227 Mbps,1690.0935 Mbps,112 ms,22 ms,6 ms
2024-11-11T00:20:37Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.0135 Mbps,1695.5703 Mbps,114 ms,24 ms,8 ms
2024-11-11T03:10:14Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.0687 Mbps,1691.4332 Mbps,114 ms,23 ms,7 ms
2024-11-11T06:07:50Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.4380 Mbps,1680.2813 Mbps,113 ms,23 ms,7 ms
2024-11-11T09:06:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.7280 Mbps,1686.0834 Mbps,116 ms,22 ms,7 ms
2024-11-11T12:09:08Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.5746 Mbps,1692.3753 Mbps,113 ms,21 ms,6 ms
2024-11-11T15:06:10Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.0342 Mbps,1681.1548 Mbps,115 ms,22 ms,6 ms
2024-11-11T18:07:10Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.6316 Mbps,1693.2347 Mbps,113 ms,22 ms,6 ms
2024-11-11T21:06:13Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.2090 Mbps,1694.2026 Mbps,114 ms,22 ms,6 ms
2024-11-12T00:19:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.3056 Mbps,1693.5521 Mbps,113 ms,22 ms,7 ms
2024-11-12T03:07:49Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.5218 Mbps,1686.6209 Mbps,114 ms,24 ms,8 ms
2024-11-12T06:07:47Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.8089 Mbps,1684.8657 Mbps,116 ms,24 ms,9 ms
2024-11-12T09:06:47Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,308.0466 Mbps,1685.2493 Mbps,114 ms,24 ms,8 ms
2024-11-12T12:09:14Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,314.9463 Mbps,1690.6449 Mbps,112 ms,24 ms,8 ms
2024-11-12T15:06:22Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,314.7355 Mbps,1685.5281 Mbps,112 ms,22 ms,6 ms
2024-11-12T18:07:39Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.8790 Mbps,1691.9203 Mbps,113 ms,22 ms,7 ms
2024-11-12T21:05:46Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.9696 Mbps,1689.6571 Mbps,113 ms,21 ms,5 ms
2024-11-13T00:20:06Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.5234 Mbps,1689.9539 Mbps,115 ms,22 ms,7 ms
2024-11-13T03:09:46Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.2859 Mbps,1699.6666 Mbps,113 ms,22 ms,6 ms
2024-11-13T06:07:50Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.6379 Mbps,1687.8354 Mbps,115 ms,22 ms,6 ms
2024-11-13T09:06:41Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.2006 Mbps,1687.0186 Mbps,113 ms,22 ms,6 ms
2024-11-13T12:09:03Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.9299 Mbps,1688.5780 Mbps,116 ms,23 ms,7 ms
2024-11-13T15:06:26Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.4563 Mbps,1688.2650 Mbps,115 ms,22 ms,6 ms
2024-11-13T18:07:18Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.0339 Mbps,1684.0793 Mbps,123 ms,23 ms,6 ms
2024-11-13T21:05:59Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.9285 Mbps,1685.2632 Mbps,118 ms,23 ms,7 ms
2024-11-14T00:20:04Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.1832 Mbps,1692.7448 Mbps,112 ms,22 ms,6 ms
2024-11-14T03:10:16Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.0231 Mbps,1688.6589 Mbps,117 ms,24 ms,8 ms
2024-11-14T06:08:00Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.9226 Mbps,1683.0122 Mbps,114 ms,22 ms,6 ms
2024-11-14T09:06:24Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,314.1735 Mbps,1687.6262 Mbps,113 ms,24 ms,8 ms
2024-11-14T12:09:24Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,310.2519 Mbps,1677.1078 Mbps,113 ms,23 ms,6 ms
2024-11-14T15:06:54Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.4356 Mbps,1678.4158 Mbps,113 ms,23 ms,7 ms
2024-11-14T18:07:24Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.9665 Mbps,1695.7027 Mbps,113 ms,23 ms,7 ms
2024-11-14T21:05:48Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,309.9436 Mbps,1680.8162 Mbps,114 ms,22 ms,7 ms
2024-11-15T00:21:30Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.8350 Mbps,1692.0186 Mbps,112 ms,23 ms,7 ms
2024-11-15T03:15:34Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,304.9830 Mbps,1688.2858 Mbps,131 ms,23 ms,7 ms
2024-11-15T06:08:33Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,312.4651 Mbps,1691.0878 Mbps,113 ms,23 ms,7 ms
2024-11-15T09:06:36Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.9996 Mbps,1681.8457 Mbps,113 ms,22 ms,6 ms
2024-11-15T12:09:16Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.4574 Mbps,1695.9796 Mbps,113 ms,21 ms,6 ms
2024-11-15T15:06:31Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,316.6045 Mbps,1691.5647 Mbps,112 ms,22 ms,6 ms
2024-11-15T18:07:38Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,311.9941 Mbps,1696.4605 Mbps,121 ms,21 ms,6 ms
2024-11-15T21:06:00Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,313.3554 Mbps,1684.6969 Mbps,114 ms,22 ms,7 ms
2024-11-16T00:20:52Z,linux,amd64,AMD EPYC 7763 64-Core Processor,v1.1.3-0.20241101225313-7757ddcfc23f,320.8484 Mbps,1750.6635 Mbps,111 ms,21 ms,6 ms
